	sniff_time	dest_ip	dest_port
436	2018-03-18 13:22:11.947991	1502	TCP
437	2018-03-18 13:22:11.948003	54	TCP
438	2018-03-18 13:22:11.948251	1502	TCP
439	2018-03-18 13:22:11.948261	54	TCP
440	2018-03-18 13:22:11.948538	1502	TCP
441	2018-03-18 13:22:11.948545	54	TCP
442	2018-03-18 13:22:11.948865	1502	TCP
443	2018-03-18 13:22:11.948874	54	TCP
444	2018-03-18 13:22:11.949951	1502	TCP
445	2018-03-18 13:22:11.949968	54	TCP
446	2018-03-18 13:22:11.950214	1502	TCP
447	2018-03-18 13:22:11.950221	54	TCP
448	2018-03-18 13:22:11.950919	1502	TCP
449	2018-03-18 13:22:11.950926	54	TCP
450	2018-03-18 13:22:11.951305	1502	TCP
451	2018-03-18 13:22:11.951313	54	TCP
452	2018-03-18 13:22:11.951995	1502	TCP
453	2018-03-18 13:22:11.952002	54	TCP
454	2018-03-18 13:22:11.952280	1502	TCP
455	2018-03-18 13:22:11.952286	54	TCP
456	2018-03-18 13:22:11.952684	1502	TCP
457	2018-03-18 13:22:11.952693	54	TCP
458	2018-03-18 13:22:11.953788	1502	TCP
459	2018-03-18 13:22:11.953799	54	TCP
460	2018-03-18 13:22:11.953967	1502	TCP
461	2018-03-18 13:22:11.953977	54	TCP
462	2018-03-18 13:22:11.954319	1502	TCP
463	2018-03-18 13:22:11.954327	54	TCP
464	2018-03-18 13:22:11.954699	1502	TCP
465	2018-03-18 13:22:11.954707	54	TCP
466	2018-03-18 13:22:11.955947	1502	TCP
467	2018-03-18 13:22:11.955959	54	TCP
468	2018-03-18 13:22:11.956230	1474	TCP
469	2018-03-18 13:22:11.956606	82	TCP
470	2018-03-18 13:22:11.956620	54	TCP
471	2018-03-18 13:22:11.956660	1502	TCP
472	2018-03-18 13:22:11.956666	54	TCP
473	2018-03-18 13:22:11.956913	1502	TCP
474	2018-03-18 13:22:11.956923	54	TCP
475	2018-03-18 13:22:11.958069	1502	TCP
476	2018-03-18 13:22:11.958089	54	TCP
477	2018-03-18 13:22:11.958278	1502	TCP
478	2018-03-18 13:22:11.958287	54	TCP
479	2018-03-18 13:22:11.961013	1502	TCP
480	2018-03-18 13:22:11.961028	54	TCP
481	2018-03-18 13:22:11.961221	1502	TCP
